Name,Slug,Created On,Updated On,Published On,Description,Cat 1,Cat 2,Cat 3,Cat 4,Cat 5,Special Labels,Link,Logo
Tassle,tassle,Tue Jul 26 2022 14:11:50 GMT+0000 (Coordinated Universal Time),Tue Jul 26 2022 14:11:50 GMT+0000 (Coordinated Universal Time),Tue Jul 26 2022 14:25:25 GMT+0000 (Coordinated Universal Time),"Get automatic highlights for your podcast in 30 mins or less! Use Tassle, and save 30-45 minutes from your editing time, today!",audiogram-video-creators,,,,,,https://tassle.xyz/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62dff6224289a90332a13188_61a10149ee82b28ad66360f1_Tassle.png
Team Coco,team-coco,Mon Jul 04 2022 14:23:57 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:23:57 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:43:09 GMT+0000 (Coordinated Universal Time),"Conan-approved podcasts for every mood. Including: Conan O'Brien Needs a Friend, May I elaborate?, Parks and Recollection, Scam Goddess, Why Won't You Date Me?, Literally! With Rob Lowe, Pen Pals, Good Game Nice Try, The Three Questions, Inside Conan, SMARTR, Frontier Tween, A Total Switch Show, Self Center.",podcast-networks,,,,,,https://teamcoco.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62c2f7f78758bbe48094f7d6_61fbbe9a20a23b38d7a18b18_Team%20Coco.png
Team Whistle,team-whistle,Fri Jul 15 2022 13:59:59 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:59:59 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 14:04:53 GMT+0000 (Coordinated Universal Time),Team Whistle creates and distributes engaging content experiences for today’s audiences. They are changing the sports and entertainment game.,production-companies,,,,,,https://sweetfishmedia.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d172dafeb68426ce2027fc_61a101387e072c337734d741_Team%20Whistle.png
Tech Podcasts Networks,tech-podcasts-networks,Mon Jul 04 2022 14:24:27 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:24:27 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:43:09 GMT+0000 (Coordinated Universal Time),"The Tech Podcast Network consists of Tech Shows covering all aspects of Tech News, Gaming, Mobile, Cyber, Business and Platform News.",podcast-networks,,,,,,https://techpodcasts.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62c2f813926d582a680abace_61a101279d2b93478a810276_Tech%20Podcast%20Network.png
Ted Audio Collective,ted-audio-collective,Mon Jul 04 2022 14:25:18 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:25:18 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:43:09 GMT+0000 (Coordinated Universal Time),The TED Audio Collective is a collection of podcasts for the curious. They're for listeners as excited by psychology and design as science and technology—who want to dig deep into today’s most exciting ideas.,podcast-networks,,,,,,https://audiocollective.ted.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62c2f848507d23e3fad8d00a_61a1011c835db522baf34332_TED%20Audio%20Collective.png
Teepublic,teepublic,Thu Jun 30 2022 13:21:06 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 13:21:06 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 13:23:02 GMT+0000 (Coordinated Universal Time)," No one wants to do the same thing as everyone else. To act the same, look the same, be the same. You definitely don't. We can tell. So come check out the home of independent art.",merchandising-solutions,,,,,,https://www.teepublic.com/en-gb,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62bda32c948b543a2b8e8133_61c1d410fed5149c1e54f13a_TeePublic.png
Teespring,teespring,Thu Jun 30 2022 13:22:53 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 13:22:53 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 13:23:02 GMT+0000 (Coordinated Universal Time)," A simple solution for creating and selling products that engage your fans and help you monetize your content. No cost, no hassle, no risk.",merchandising-solutions,,,,,,https://teespring.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62bda3a82b15ac33b985e0fa_61c1d2f0e9187e25413cfba1_Teespring.png
TelBee,telbee,Wed Jul 27 2022 13:29:27 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 13:29:27 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 13:59:53 GMT+0000 (Coordinated Universal Time),"Listener voice messaging for podcasts. Listen anywhere, read transcribed - Share compelling content - Engage across social media.",voice-messaging-services,,,,,,https://www.telbee.io/use-cases/voice-messaging-for-podcasts?,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62e13db5be6706478e58f6ef_61b9c70ac5a2db4ab677fe0b_Telbee.png
Temi,temi,Thu Jul 21 2022 15:01:49 GMT+0000 (Coordinated Universal Time),Thu Jul 21 2022 15:01:49 GMT+0000 (Coordinated Universal Time),Thu Jul 21 2022 15:05:08 GMT+0000 (Coordinated Universal Time), Speech to text transcription in 5 minutes. Advanced speech recognition software. $0.25 per minute.,transcription,,,,,,https://www.temi.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d96a58d44fb736b200c6bc_61d6f2272501b5e12dad5746_Temi.png
TenderfootTV,tenderfoottv,Fri Jul 15 2022 14:00:20 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 14:00:20 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 14:04:53 GMT+0000 (Coordinated Universal Time),"Tenderfoot TV is all about the story. We are a home for not only creators, but makers and rule breakers. From the inception of the creative idea, to the nuts and bolts of making content, we strive to accomplish one goal, to make something impactful. No rules. No restrictions.",production-companies,,,,,,https://tenderfoot.tv/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d172ed1493cb1e6cc16569_61fa615bacd1f96c5fb83a51_TenderfootTV.png
Terra Firma,terra-firma,Fri Jul 15 2022 14:00:38 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 14:00:38 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 14:04:53 GMT+0000 (Coordinated Universal Time),"Terra Firma is an Austin-based audio production and strategy firm focused on podcast and audiobook creation, as well as audience development and content monetization.",production-companies,,,,,,https://www.terrafirmaaudio.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d17300bc140bca9d41cc03_61a101060ed7fd12a75b752d_Terra%20Firma.png
ThatPart,thatpart,Tue Jul 26 2022 14:12:16 GMT+0000 (Coordinated Universal Time),Tue Jul 26 2022 14:12:16 GMT+0000 (Coordinated Universal Time),Tue Jul 26 2022 14:25:25 GMT+0000 (Coordinated Universal Time),Save and share podcast clips with a screenshot!,audiogram-video-creators,,,,,,https://thatpart.co/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62dff63ac45364204ec2f4ee_61a100f80ed7fd800b5b709a_Thatpart.png
The Adam Carolla Show,the-adam-carolla-show,Mon Jul 04 2022 14:33:03 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:33:03 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:43:09 GMT+0000 (Coordinated Universal Time),Welcome to the Adam Carolla Podcast! The new home for the rantings and ravings of Adam Carolla.,podcast-networks,,,,,,https://adamcarolla.com/category/podcasts/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62c2fa101d216f4ce7f962b0_61a100e3c5526b93539860b7_The%20Adam%20Carolla%20Show%20(1).png
The Ambies,the-ambies,Wed Jul 27 2022 11:42:51 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:42:51 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:56:28 GMT+0000 (Coordinated Universal Time),"The Ambies celebrate excellence in podcasting and elevate awareness and status of podcasts as a unique and personal medium for entertainment, information, storytelling and expression.",podcast-awards,,,,,,https://www.ambies.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62e124b50d200ae9bae3a5b0_61a100d6b3a3993b711accc9_The%20Ambies.png
The Audio Storyteller,the-audio-storyteller,Thu Jul 14 2022 12:32:22 GMT+0000 (Coordinated Universal Time),Thu Jul 14 2022 12:32:22 GMT+0000 (Coordinated Universal Time),Thu Jul 14 2022 12:43:55 GMT+0000 (Coordinated Universal Time),"The Audio Storyteller provides resources, jobs, and inspiration for audio producers and podcasters.",podcasting-newsletters,,,,,,https://theaudiostoryteller.substack.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d00ccf3a1a6147299e5516_61a100b52bdbcb437d433307_The%20Audio%20Storyteller.png
The Black Effect Podcast Network,the-black-effect-podcast-network,Mon Jul 04 2022 14:33:38 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:33:38 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:43:09 GMT+0000 (Coordinated Universal Time),"The Black Effect Podcast Network is the first podcast network specifically built for Black listeners, bringing together the most talented and trusted voices in Black culture for critical conversations on social justice, pop culture, and more. We've curated influential Black voices and tastemakers and will continue to do so as we expand to include not only voices you know but voices you should.",podcast-networks,,,,,,https://www.blackeffect.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62c2fa3d270c79866a891478_61faa584a15d9f6e82d6c385_The%20black%20effect%20podcast%20network.png
The Bloody Disgusting Podcast Network,the-bloody-disgusting-podcast-network,Mon Jul 04 2022 14:34:04 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:34:04 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:43:09 GMT+0000 (Coordinated Universal Time),A horror discussion podcast about our favorite things in horror.,podcast-networks,,,,,,https://bloody-disgusting.com/podcastnetwork/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62c2fa5750086224907a37cd_61a100a71946b6eaacb0b95b_The%20Bloody%20Disgusting%20Podcast%20Network.png
The Canadian Podcast Awards,the-canadian-podcast-awards,Wed Jul 27 2022 11:43:11 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:43:11 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:56:28 GMT+0000 (Coordinated Universal Time),The Canadian Podcast Awards are an industry award to highlight Canadian talent and diversity in podcasting.,podcast-awards,,,,,,https://canpodawards.ca/award/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62e124cab4bd5e35859ccb6c_61a100981946b6ec98b0a721_The%20Canadian%20Podcast%20Awards.png
The CoHost,the-cohost,Thu Jun 30 2022 11:41:36 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 11:41:36 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 11:44:44 GMT+0000 (Coordinated Universal Time)," The Cohost is a community of independent, ambitious podcasters all aiming to take their podcast to the next level. So what are you waiting for? The sky’s the limit!",coaching-and-communities,,,,,,https://theco.host/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62bd8bececff6ac81d023c9c_61a100879a2cfe525ca68a40_the%20co.host.png
The Digiday Awards,the-digiday-awards,Wed Jul 27 2022 11:43:32 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:43:32 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:56:28 GMT+0000 (Coordinated Universal Time)," The Digiday Content Marketing Awards exist to recognize the companies and campaigns using content to modernize media and marketing. Prizes were handed out in 20 categories at the 2020 Digiday Content Marketing Awards, including one for Best B2B Branded Content Series, one for Best B2C Branded Content Series, and one for Best Branded Podcast.",podcast-awards,,,,,,https://digiday.secure-platform.com/a/page/digiday-awards,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62e124df10308d2e3845f93c_61a10078ed102a2a44a2693d_The%20Digiday%20Awards.png
The Global Awards,the-global-awards,Wed Jul 27 2022 11:43:48 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:43:48 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:56:28 GMT+0000 (Coordinated Universal Time),"Celebrating the stars of music, news and entertainment.",podcast-awards,,,,,,https://global.com/awards/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62e124ef5da41e32e41a1818_61a1005a2f72f57c0071fab9_The%20Global%20Awards.png
The Gracies,the-gracies,Wed Jul 27 2022 11:45:10 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:45:10 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:56:28 GMT+0000 (Coordinated Universal Time),"The Gracie Awards recognize exemplary programming created by women, for women and about women in all facets of media and entertainment.",podcast-awards,,,,,,https://allwomeninmedia.org/gracies/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62e125419a22714e6b10078c_61a1004a6dccf4a0a766b1c1_The%20Gracies.png
The Incomparable,the-incomparable,Mon Jul 04 2022 14:34:31 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:34:31 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:43:09 GMT+0000 (Coordinated Universal Time),"The Incomparable is a network of podcasts full of smart, funny people who love talking about TV, movies, books, comics, games, sports, and other aspects of popular culture.",podcast-networks,,,,,,https://www.theincomparable.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62c2fa70507d2327d0d8e0d3_61a1001aed102a0bb7a1f3dc_The%20Incomparable.png
The Investor's Podcast Network,the-investors-podcast-network,Mon Jul 04 2022 14:34:55 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:34:55 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:43:09 GMT+0000 (Coordinated Universal Time),The Investor’s Podcast Network is an exclusive business podcast network.,podcast-networks,,,,,,https://www.theinvestorspodcast.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62c2fa89f97098780f009f29_61a1000b9d2b93c9fa80a55f_The%20Investor%27s%20Podcast%20Network.png
The People's Choice Podcast Awards,the-peoples-choice-podcast-awards,Wed Jul 27 2022 11:45:48 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:45:48 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:56:28 GMT+0000 (Coordinated Universal Time),The People's Choice Podcast Awards is the longest running premier podcast awards event in the podcasting space open to shows worldwide. Designed from the begining to allow fans to show their appreciation by nominating their favorite participating shows. Culminating with a live streamed awards show during the 2020 International Podcast day live event.,podcast-awards,,,,,,https://www.podcastawards.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62e12553589d9a655cbb98ac_61a0ffde6091115b0a50fb35_The%20People%27s%20Choice%20Podcast%20Awards.png
The Pod Squad,the-pod-squad,Fri Jul 15 2022 11:49:44 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 11:49:44 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),"Send us your RAW audio files and get back to creating the content you love. In 72 hours, we will send back an edited, mastered file with all the ""nasties"" removed. If you need music, artwork, show notes or transcription, we can handle that too.",editing-only-software,,,,,,https://thepodsquad.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d154546b798777deb15cd1_61a0ffc030e49efd202e1927_The%20Pod%20Squad.png
The Pod Squad,the-pod-squad-2,Tue Jul 26 2022 14:45:42 GMT+0000 (Coordinated Universal Time),Tue Jul 26 2022 14:45:42 GMT+0000 (Coordinated Universal Time),Tue Jul 26 2022 14:50:50 GMT+0000 (Coordinated Universal Time),"Struggling to reach your target audience? With our podcast booking service, you share your expertise with a highly engaged audience while connecting with influencers and generating leads for your business.",guesting-cross-promotion,,,,,,https://thepodsquad.com/podcast-booking-services/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d154546b798777deb15cd1_61a0ffc030e49efd202e1927_The%20Pod%20Squad.png
The Podcast Boutique,the-podcast-boutique,Fri Jul 15 2022 14:01:00 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 14:01:00 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 14:04:53 GMT+0000 (Coordinated Universal Time), Next-level podcast production for entrepreneurs & business owners to get known & turn your listeners into paying clients! Wanted to start your podcast for a long time? We're here to make it happen...,production-companies,,,,,,https://www.thepodcastboutique.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d17316dd00f32f4219cdf7_624c3262e7c0f685de53ad7f_The%20Podcast%20Boutique.png
The Podcast Company,the-podcast-company,Fri Jul 15 2022 14:01:16 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 14:01:16 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 14:04:53 GMT+0000 (Coordinated Universal Time),"The Podcast Company has created thousands of podcasts since 2008. We offer podcast production services from our base in London for organisations and individuals across the world in all sectors including charity, entertainment, financial, legal, medical, and sports. So, whatever sector you're in or reaching out to, TPC can deliver.",production-companies,,,,,,https://thepodcastcompany.co.uk/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d17327f482c624d6dc3963_61a0ffa6d3efaa4ab1a560ab_The%20Podcast%20Company.png
The Podcast Consultant,the-podcast-consultant,Fri Jul 15 2022 14:01:33 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 14:01:33 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 14:04:53 GMT+0000 (Coordinated Universal Time),"The Podcast Consultant is a service that helps with creating, editing, producing, and launching your podcast. The Podcast Consultant can also maximize podcast discovery and offers consulting sessions.",production-companies,,,,,,https://www.thepodcastconsultant.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d1733974fe2f203be03502_61a0ff973487bdadd860416a_The%20Podcast%20Consultant.png
The Podcast Exchange,the-podcast-exchange,Wed Jun 29 2022 08:26:50 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:44:10 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:48:34 GMT+0000 (Coordinated Universal Time),The Podcast Exchange (TPX) combines extensive research and industry experience in the creation of tailored campaigns focusing on key demographics within Canada’s growing podcast listenership.,ad-sales,,,,,,https://www.thepodcastexchange.ca/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62bc0cc04300bac879506914_61a0ff6e1946b6e06bafaf26_The%20Podcast%20Exchange.png
The Podcast Masterclass: The Complete Guide To Podcasting,the-podcast-masterclass-the-complete-guide-to-podcasting,Thu Jun 30 2022 12:23:00 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 12:51:47 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 13:00:29 GMT+0000 (Coordinated Universal Time), Your complete guide to recording and launching a podcast to grow your business with modern digital marketing techniques.,courses,,,,,,https://www.udemy.com/course/podcasting-masterclass/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62bd95a1b572c9cb2f25965d_61d5c0456b341b5b0771cbb6_The%20Podcast%20Masterclass.png
The Podcast Reader,the-podcast-reader,Thu Jul 14 2022 12:32:44 GMT+0000 (Coordinated Universal Time),Thu Jul 14 2022 12:32:44 GMT+0000 (Coordinated Universal Time),Thu Jul 14 2022 12:43:55 GMT+0000 (Coordinated Universal Time),"The Podcast Reader is a new publication for the intellectually curious and those open to new ideas, featuring selected transcripts of the world’s best longform podcasts. From the overwhelming volume of podcast content, we’ve chosen the highlights for you. The Podcast Reader will inform, challenge and delight, with outstanding content from the arts, science, entrepreneurship and public policy in every issue.",podcasting-newsletters,,,,,,https://podread.org/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d00ce8299f8c2d1faf5b4a_622752e268643de6a757603e_The%20Podcast%20Reader.png
The Podcast Show,the-podcast-show,Mon Jul 04 2022 13:08:17 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 13:08:17 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 13:30:25 GMT+0000 (Coordinated Universal Time), The New International Festival for the Business of Podcasting.,podcasting-conferences,,,,,,https://www.thepodcastshowlondon.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62c2e63a78902332612d682f_61a0ff3701703f8249c20f9f_The%20Podcast%20Show.png
The Qube ,the-qube,Tue Jul 26 2022 13:23:48 GMT+0000 (Coordinated Universal Time),Tue Jul 26 2022 13:23:48 GMT+0000 (Coordinated Universal Time),Tue Jul 26 2022 14:25:25 GMT+0000 (Coordinated Universal Time),UK Studio - London,podcast-studios,,,,,,https://theqube.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62dfeacc7aec00f40c24c54c_61a0ff01505a5027058b744f_The%20Qube.png
The Radio Academy,the-radio-acacdemy,Thu Jun 30 2022 13:00:06 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 14:18:32 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 14:21:58 GMT+0000 (Coordinated Universal Time),"The Radio Academy is the UK radio and audio industry charity, established in 1983. We are dedicated to the celebration and promotion of excellence in radio and audio. We aim to bring together creative people from across the sector, breaking down barriers to provide opportunities for debate, networking, and celebration. We welcome members from all areas of audio, including broadcasting, podcasting, streaming, production, and academia.",industry-and-trade-bodies,,,,,,https://www.radioacademy.org/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62bd9e465459dd6561798aa7_61a0fef2706e55ed740e7edf_The%20Radio%20Academy.png
The Ringer Podcast Network,the-ringer-podcast-network,Mon Jul 04 2022 14:35:26 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:35:26 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:43:09 GMT+0000 (Coordinated Universal Time),The Ringer Podcast Network. Sports. Pop Culture. Podcasts.,podcast-networks,,,,,,https://www.theringer.com/podcasts,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62c2faaad24e7b57a4d9c437_61a0fed37c5fa8aeddfec423_The%20Ringer%20Podcast%20Network.png
The Roost,the-roost,Mon Jul 04 2022 14:35:53 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:35:53 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:43:09 GMT+0000 (Coordinated Universal Time),"The Roost is a premier podcast network. We bring the internet’s favorite pop culture, games, and lifestyle podcasts closer to the brands that understand them best.",podcast-networks,,,,,,https://www.roostnetwork.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62c2fac4738925946db62893_61a0fec461ff7f736552d10a_The%20Roost.png
The School of Edits Newsletter,the-school-of-edits-newsletter,Thu Jul 14 2022 12:33:17 GMT+0000 (Coordinated Universal Time),Thu Jul 14 2022 12:33:17 GMT+0000 (Coordinated Universal Time),Thu Jul 14 2022 12:43:55 GMT+0000 (Coordinated Universal Time),"This is a newsletter for podcast editors and enthusiasts. Editing gives you the power to craft audio, but there's a ton to learn and it can get a little intimidating. So, every Friday, this newsletter will bring you a bit of foundational or experimental editing knowledge that you can apply immediately. These will usually be accompanied by a short video (cause videos always make things better!).",podcasting-newsletters,,,,,,https://airtable.com/shrvdy0ehNKuFMDOd,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d00d09d533d55656ae11e9_6239e939280c815543cac60c_School%20of%20Edits.png
The Skylark Collective,the-skylar-collective,Thu Jun 30 2022 11:42:01 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 14:19:52 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 14:21:58 GMT+0000 (Coordinated Universal Time)," The Skylark Collective is the go-to sisterhood for women with a vision for their podcast. We see your power and your potential. We want to welcome you, meet you, share ideas and learn from each other. Let’s celebrate together, lift each other up, and open the door to your podcasting potential.",coaching-and-communities,,,,,,https://skylarkcollective.co.uk/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62bd8c03d2734d8313f3ac84_61a0feac42a1bfe1fbbf0909_The%20Skylark%20Collective.png
The Verge,the-verge,Mon Jul 04 2022 14:36:20 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:36:20 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:43:09 GMT+0000 (Coordinated Universal Time),"The Verge was founded in 2011 in partnership with Vox Media, and covers the intersection of technology, science, art, and culture.",podcast-networks,,,,,,https://www.theverge.com/podcasts,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62c2fadc2dca57ab3b7dab3a_61a0fe939215d94646cc8728_The%20Verge.png
The Webby Awards,the-webby-awards,Wed Jul 27 2022 11:46:11 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:46:11 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:56:28 GMT+0000 (Coordinated Universal Time),"The Webby Award Competition is open to all organizations and individuals involved in the process of designing, building, managing, maintaining, marketing or promoting digital work. All work that is entered must have been in general use for at least part of the current calendar year. Entries do not, however, need to have been created this year. Entries that have won awards in past Webby Awards competitions are eligible for the current competition. So don’t shy away from defending your crown. There is also no limit to the number of entries you may submit or the number of categories you may enter.",podcast-awards,,,,,,https://www.webbyawards.com/webbypodcast/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62e12581719db8714573cdc4_61a0fe860f7b731701ce821d_The%20Webby%20Awards.png
Third Coast International Audio Festival,third-coast-international-audio-festival,Mon Jul 04 2022 13:08:54 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 13:08:54 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 13:30:25 GMT+0000 (Coordinated Universal Time)," An annual gathering of the Third Coast community for a weekend of learning, idea generation, collaboration, connections, and a shared love of audio. Third Coast International Audio Festival, or Third Coast, is an independent non-profit arts organization based in Chicago, serving a global community of storytellers and makers. Since our founding in 2000, we have steadfastly advocated for the medium of audio, the art and craft of sonic storytelling, and the people who build our world in sound.",podcasting-conferences,,,,,,https://www.thirdcoastfestival.org/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62c2e662d24e7b46bfd9311c_61a0fe6b5e01a466df1b7e2b_Third%20Coast%20International%20Audio%20Festival.png
Thought Leaders,thought-leaders,Wed Aug 10 2022 10:20:03 GMT+0000 (Coordinated Universal Time),Wed Aug 10 2022 10:21:46 GMT+0000 (Coordinated Universal Time),Wed Aug 10 2022 10:21:51 GMT+0000 (Coordinated Universal Time),"Measure the digital presence of any brand. Get precise intelligence on the reach you, your competition and your market receive in content.",analytics-and-insights-tools,,,,,,https://www.thoughtleaders.io/use-case/measure,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62f386b7147093a3c86bde2e_logo-short.png
Three Uncanny Four,three-uncanny-four,Mon Jul 04 2022 14:36:48 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:36:48 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:43:09 GMT+0000 (Coordinated Universal Time),Three Uncanny Four is a podcast production company that creates original series across all genres and topics. We are focused on creating powerful shows that feel urgent and essential for the people who hear them.,podcast-networks,,,,,,https://www.threeuncannyfour.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62c2faf544b6067ed97ffa94_61a0fe5c92c0eb60712fcd51_Three%20Uncanny%20Four.png
Throne Live Chat App,throne-live-chat-app,Thu Jul 14 2022 12:59:37 GMT+0000 (Coordinated Universal Time),Thu Jul 14 2022 12:59:37 GMT+0000 (Coordinated Universal Time),Thu Jul 14 2022 13:00:10 GMT+0000 (Coordinated Universal Time),Get your biggest fans to be your biggest backers. Charge a fixed amount per month for access to your room. Give your fans the backstage access they crave.,subscriptions,,,,,,https://throne.live/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d013313be3d4fd32828077_61a0fe4d04424465a4f04489_Throne%20Live%20Chat%20App.png
